order_id,purchase_ts,ship_ts,delivery_ts,refund_ts
a474546f691,12/4/21,12/6/21,12/14/21,
3df199236e5,12/5/21,12/6/21,12/14/21,
6a1831b498e,12/5/21,12/6/21,12/14/21,
9cede52beb8,12/5/21,12/6/21,12/14/21,
fbecb10dc10,12/5/21,12/6/21,12/14/21,
56d36c2d37e,11/30/21,12/6/21,12/15/21,
861c77be9e6,11/30/21,12/6/21,12/15/21,
aa4d3235c36,11/30/21,12/6/21,12/15/21,
cd23643a79b,11/30/21,12/6/21,12/15/21,
fa90eb89979,11/30/21,12/6/21,12/15/21,
cf5f72b9f7f,12/2/21,12/6/21,12/15/21,
ae2f0062f13,12/3/21,12/6/21,12/15/21,
f1538923895,12/3/21,12/6/21,12/15/21,
28eb15be48b,12/4/21,12/6/21,12/15/21,
cd3b66d4d7c,12/5/21,12/6/21,12/15/21,
d27bea352a0,12/5/21,12/6/21,12/15/21,
85404fa2366,12/1/21,12/6/21,12/16/21,
1e399aa32e0,12/3/21,12/6/21,12/16/21,
a11d8c22edc,12/3/21,12/6/21,12/16/21,
1abdc59325b,12/4/21,12/6/21,12/16/21,
9bb05468a6f,12/4/21,12/6/21,12/16/21,
bb6f4972a27,12/4/21,12/6/21,12/16/21,
136f0fadd01,12/5/21,12/6/21,12/16/21,
9f0495643a5,11/30/21,12/6/21,12/17/21,
9e9a7767dd2,12/1/21,12/6/21,12/17/21,
72d10dee1d1,12/2/21,12/6/21,12/17/21,
83b236f2338,12/2/21,12/6/21,12/17/21,
b3039751bf4,12/2/21,12/6/21,12/17/21,
9584fc585c7,12/3/21,12/6/21,12/17/21,
f6bd7e38be1,12/3/21,12/6/21,12/17/21,
39c6e315d14,12/4/21,12/6/21,12/17/21,
f1614798e9f,12/4/21,12/6/21,12/17/21,
02ad894e712,12/5/21,12/6/21,12/17/21,
3f798d9ad63,12/5/21,12/6/21,12/17/21,
bf17b4915a6,12/1/21,12/6/21,12/18/21,
651a52993c8,12/3/21,12/6/21,12/18/21,12/23/21
7aee944793e,12/3/21,12/6/21,12/18/21,
ca4083aae7c,12/3/21,12/6/21,12/18/21,
3f5ba34d57b,12/4/21,12/6/21,12/18/21,
8a8be8250ce,12/5/21,12/6/21,12/18/21,
fdbcd0a853b,12/5/21,12/6/21,12/18/21,
29b4802b19e,11/30/21,12/6/21,12/19/21,
83a4c285206,11/30/21,12/6/21,12/19/21,
e5ad29403f8,11/30/21,12/6/21,12/19/21,
8e4c11f9541,12/1/21,12/6/21,12/19/21,
38b1b87913a,12/2/21,12/6/21,12/19/21,
740c28f802c,12/2/21,12/6/21,12/19/21,
823df17582f,12/2/21,12/6/21,12/19/21,
b2213f16bb2,12/4/21,12/6/21,12/19/21,
9169ba5e477,12/5/21,12/6/21,12/19/21,
93ae7a301f6,12/5/21,12/6/21,12/19/21,
68b88bbbb0f,11/30/21,12/6/21,12/20/21,
e7230c51efb,11/30/21,12/6/21,12/20/21,
f0568279fde,11/30/21,12/6/21,12/20/21,
19aa4b25ace,12/1/21,12/6/21,12/20/21,12/29/21
32a9e8776a2,12/1/21,12/6/21,12/20/21,
58ce8a3c65a,12/1/21,12/6/21,12/20/21,
a61346bb417,12/2/21,12/6/21,12/20/21,12/28/21
0d15bfc48f3,12/2/21,12/6/21,12/20/21,
19bf6a6ebb2,12/2/21,12/6/21,12/20/21,
3d09c0805a9,12/2/21,12/6/21,12/20/21,
df39b4bf2d8,12/2/21,12/6/21,12/20/21,
2ebe6be8008,12/4/21,12/6/21,12/20/21,
0d77e1a506e,12/4/21,12/6/21,12/20/21,
64dc03acc29,12/4/21,12/6/21,12/20/21,
944b31217a6,12/4/21,12/6/21,12/20/21,
565145e5c06,12/5/21,12/6/21,12/20/21,
35e01e6da30,8/14/22,8/19/22,8/26/22,
206b48c3449,8/15/22,8/19/22,8/26/22,
e36a8fd24e2,8/16/22,8/19/22,8/26/22,
42998b7592c,8/17/22,8/19/22,8/26/22,
825f8415524,8/17/22,8/19/22,8/26/22,
9deb53bf846,8/13/22,8/19/22,8/27/22,
5d07715acf0,8/14/22,8/19/22,8/27/22,
89265be0214,8/16/22,8/19/22,8/27/22,
1b261e9e597,8/13/22,8/19/22,8/28/22,
69f7c953c1d,8/13/22,8/19/22,8/28/22,
708674ada63,8/13/22,8/19/22,8/28/22,
8305f25f88c,8/13/22,8/19/22,8/28/22,
d0b979fea48,8/14/22,8/19/22,8/28/22,
dbf571d6321,8/15/22,8/19/22,8/28/22,
23c2baf1b73,8/16/22,8/19/22,8/28/22,
64134f479a8,8/16/22,8/19/22,8/28/22,
c1b88b71f6b,8/17/22,8/19/22,8/28/22,
c490cd4b3ac,8/18/22,8/19/22,8/28/22,
59eebe96671,8/15/22,8/19/22,8/29/22,
9ffcb54af5f,8/16/22,8/19/22,8/29/22,
90383a5ff51,8/17/22,8/19/22,8/29/22,
06806cea890,8/13/22,8/19/22,8/30/22,
93d98bef257,8/14/22,8/19/22,8/30/22,
8094d7f2dfa,8/17/22,8/19/22,8/30/22,
5a17e36dbcc,8/13/22,8/19/22,8/31/22,
15e8d76a017,8/14/22,8/19/22,8/31/22,
22448bb0bef,8/14/22,8/19/22,8/31/22,
b5fc6fbb13f,8/15/22,8/19/22,8/31/22,
ee887a8085c,8/16/22,8/19/22,8/31/22,
63093103cdb,8/17/22,8/19/22,8/31/22,
03ee2a060b6,8/18/22,8/19/22,8/31/22,
20969a02a09,8/18/22,8/19/22,8/31/22,
df121f1f1b1,8/13/22,8/19/22,9/1/22,
8a6864ab37f,8/15/22,8/19/22,9/1/22,
7bb579b2d25,8/17/22,8/19/22,9/1/22,
7d19e689b36,8/17/22,8/19/22,9/1/22,
7e850089256,8/17/22,8/19/22,9/1/22,
97983eee3e4,8/18/22,8/19/22,9/1/22,
2bc7de8efce,8/14/22,8/19/22,9/2/22,
8aa4e988847,8/15/22,8/19/22,9/2/22,
9732f4ea151,8/17/22,8/19/22,9/2/22,
d8be99472ac,8/17/22,8/19/22,9/2/22,
c9680ac6008,2/11/19,2/17/19,2/24/19,
c7bc313ad56,2/11/19,2/17/19,2/24/19,
538f2330c06,2/14/19,2/17/19,2/24/19,
d00791d7841,2/16/19,2/17/19,2/24/19,
74fd600edd4,2/11/19,2/17/19,2/25/19,
0f8a39b2895,2/12/19,2/17/19,2/25/19,
2d2cb403066,2/13/19,2/17/19,2/25/19,
c7bf5c8e538,2/14/19,2/17/19,2/25/19,
efcdd0972cc,2/11/19,2/17/19,2/26/19,
4bc84cfa0f2,2/11/19,2/17/19,2/26/19,3/2/19
9813e33c1ec,2/12/19,2/17/19,2/26/19,
1b0c06c0409,2/14/19,2/17/19,2/26/19,
9d2a5d01505,2/15/19,2/17/19,2/26/19,
530df566cfa,2/16/19,2/17/19,2/26/19,
728d72176a2,2/16/19,2/17/19,2/26/19,
ca5e46dd64e,2/16/19,2/17/19,2/26/19,
d750dae2506,2/16/19,2/17/19,2/26/19,
cd16ab69e08,2/11/19,2/17/19,2/27/19,
12c5a7836f9,2/14/19,2/17/19,2/27/19,
06ae9d606c4,2/13/19,2/17/19,2/28/19,
d637e33728f,2/13/19,2/17/19,2/28/19,
2e7ba335329,2/16/19,2/17/19,2/28/19,
09fcac67ec6,2/16/19,2/17/19,2/28/19,
2dbb2296807,2/11/19,2/17/19,3/1/19,
16b73b2ab28,2/14/19,2/17/19,3/1/19,
643e11e70a0,2/14/19,2/17/19,3/1/19,
595c6ce178e,2/15/19,2/17/19,3/1/19,
1d31aa53837,2/16/19,2/17/19,3/1/19,
4080e66b51c,2/16/19,2/17/19,3/1/19,
dd8760375c6,2/11/19,2/17/19,3/2/19,
b0f682b580e,2/14/19,2/17/19,3/2/19,
a42d5e21e27,2/14/19,2/17/19,3/2/19,
26720827482,2/15/19,2/17/19,3/2/19,
b2796a5cf87,2/15/19,2/17/19,3/2/19,
c1e1755a268,2/16/19,2/17/19,3/2/19,
e1b2b993730,2/11/19,2/17/19,3/3/19,
36dea5f839c,2/12/19,2/17/19,3/3/19,
3f6513b3716,2/13/19,2/17/19,3/3/19,
cdc97fc6246,2/14/19,2/17/19,3/3/19,
c2193eee7ae,10/26/19,10/31/19,11/7/19,
6e73d918f47,10/26/19,10/31/19,11/7/19,11/13/19
ede657815fe,10/27/19,10/31/19,11/7/19,
6974586d5c7,10/28/19,10/31/19,11/7/19,
dc16d476954,10/28/19,10/31/19,11/7/19,
3aef7eb9a9f,10/30/19,10/31/19,11/7/19,
4c137f55aa8,10/25/19,10/31/19,11/8/19,
ccaf3921710,10/25/19,10/31/19,11/8/19,11/15/19
9243aa291a5,10/26/19,10/31/19,11/8/19,
87da474000d,10/25/19,10/31/19,11/9/19,
ced06c781ee,10/25/19,10/31/19,11/9/19,
8ab9ca33d8c,10/26/19,10/31/19,11/9/19,
8fd011b9dc5,10/26/19,10/31/19,11/9/19,
dd9dd771c59,10/28/19,10/31/19,11/9/19,
8d6c71af146,10/29/19,10/31/19,11/9/19,
09058f853e6,10/30/19,10/31/19,11/9/19,
6331bef6c8d,10/25/19,10/31/19,11/10/19,
8f7d933d5f9,10/25/19,10/31/19,11/10/19,
aa53396849e,10/26/19,10/31/19,11/10/19,
67884f50d2c,10/29/19,10/31/19,11/10/19,
3ff793a3c98,10/30/19,10/31/19,11/10/19,
cf6b4303bb0,10/26/19,10/31/19,11/11/19,
4860c8bc612,10/28/19,10/31/19,11/11/19,
ba901ea15da,10/28/19,10/31/19,11/11/19,
560d44feda5,10/30/19,10/31/19,11/11/19,
7bd963a1c13,10/30/19,10/31/19,11/11/19,
78268211ba8,10/26/19,10/31/19,11/12/19,
bed7aa9a906,10/26/19,10/31/19,11/12/19,
d226803893f,10/26/19,10/31/19,11/12/19,
3f9509a40a1,10/27/19,10/31/19,11/12/19,
7994e1df3b0,10/27/19,10/31/19,11/12/19,
9d9568eb69d,10/29/19,10/31/19,11/12/19,
580ce8a3332,10/26/19,10/31/19,11/13/19,
cca6a99459b,10/27/19,10/31/19,11/13/19,
f0413d203d3,10/27/19,10/31/19,11/13/19,
1d7c84f010a,10/29/19,10/31/19,11/13/19,
70610e224be,10/30/19,10/31/19,11/13/19,
5bf0cb80742,10/27/19,10/31/19,11/14/19,
c98a31b8793,10/30/19,10/31/19,11/14/19,
40ca1319124,7/7/20,7/13/20,7/20/20,
4b2588fee07,7/7/20,7/13/20,7/20/20,
7a9bcc0f829,7/7/20,7/13/20,7/20/20,
89ce8a93ff2,7/7/20,7/13/20,7/20/20,
36891c4ec8e,7/8/20,7/13/20,7/20/20,
61a8180a975,7/8/20,7/13/20,7/20/20,
8d95e774432,7/10/20,7/13/20,7/20/20,
fb590bed7b1,7/10/20,7/13/20,7/20/20,
398f1df8b96,7/11/20,7/13/20,7/20/20,
f78caab1ce8,7/11/20,7/13/20,7/20/20,
717f60f7ff5,7/12/20,7/13/20,7/20/20,
d5e6741dafa,7/8/20,7/13/20,7/21/20,
4cb2979aea3,7/9/20,7/13/20,7/21/20,
76f8d61fbf7,7/9/20,7/13/20,7/21/20,
6da220753ab,7/10/20,7/13/20,7/21/20,
a5c41a23c4f,7/11/20,7/13/20,7/21/20,
f9edc0353bc,7/11/20,7/13/20,7/21/20,
292a70c698b,7/12/20,7/13/20,7/21/20,
338c9202346,7/7/20,7/13/20,7/22/20,
12a12597655,7/8/20,7/13/20,7/22/20,
71b8e33d35b,7/8/20,7/13/20,7/22/20,
e3c0c84fcb1,7/8/20,7/13/20,7/22/20,
60556149e2f,7/9/20,7/13/20,7/22/20,
57fc09077ae,7/11/20,7/13/20,7/22/20,
846fcc79695,7/11/20,7/13/20,7/22/20,
a93b7cb0192,7/11/20,7/13/20,7/22/20,
98cc7b2e4c2,7/12/20,7/13/20,7/22/20,
d1386c7d74f,7/7/20,7/13/20,7/23/20,
46bad8df45e,7/8/20,7/13/20,7/23/20,
9173123dd7a,7/8/20,7/13/20,7/23/20,
93b7eca532b,7/10/20,7/13/20,7/23/20,7/27/20
76b441f9cff,7/7/20,7/13/20,7/24/20,
e6ce8210ea3,7/7/20,7/13/20,7/24/20,
85194078326,7/8/20,7/13/20,7/24/20,
f3a319b51fe,7/9/20,7/13/20,7/24/20,
9243bc2edf6,7/10/20,7/13/20,7/24/20,
fc5d3b04276,7/10/20,7/13/20,7/24/20,
45a295fcdac,7/11/20,7/13/20,7/24/20,
6f0e6ded161,7/11/20,7/13/20,7/24/20,
3682dd53a74,7/8/20,7/13/20,7/25/20,
abcff3a2c9a,7/11/20,7/13/20,7/25/20,
871122485c0,7/11/20,7/13/20,7/25/20,
8384dd80b8c,7/7/20,7/13/20,7/26/20,7/28/20
b37104da3c5,7/7/20,7/13/20,7/26/20,
b88bca3510a,7/7/20,7/13/20,7/26/20,
797ab499073,7/10/20,7/13/20,7/26/20,8/2/20
8df80e92994,7/10/20,7/13/20,7/26/20,
bee8342bd86,7/10/20,7/13/20,7/26/20,
5d4942239c3,7/11/20,7/13/20,7/26/20,
ea00b162f94,7/11/20,7/13/20,7/26/20,
149d8738a8a,7/8/20,7/13/20,7/27/20,
e89bc3817fb,7/10/20,7/13/20,7/27/20,
fdeeded9d16,7/12/20,7/13/20,7/27/20,
299172ed651,3/20/21,3/26/21,4/2/21,
572820b4926,3/20/21,3/26/21,4/2/21,
86ad4a58ecd,3/20/21,3/26/21,4/2/21,
ce0585e6095,3/20/21,3/26/21,4/2/21,
e31f6c6f38d,3/20/21,3/26/21,4/2/21,
c3321325ebb,3/21/21,3/26/21,4/2/21,
3c2c675a470,3/22/21,3/26/21,4/2/21,
7048b9d0477,3/22/21,3/26/21,4/2/21,
7a14b50a803,3/22/21,3/26/21,4/2/21,
32d1226993c,3/23/21,3/26/21,4/2/21,
9ca1499d104,3/23/21,3/26/21,4/2/21,
a234f2ab8a5,3/23/21,3/26/21,4/2/21,
ab20d46e80c,3/23/21,3/26/21,4/2/21,
efdbeb94353,3/23/21,3/26/21,4/2/21,
81908c109e7,3/24/21,3/26/21,4/2/21,
293db0081db,3/24/21,3/26/21,4/2/21,
8d34398962f,3/24/21,3/26/21,4/2/21,
da48199cc5c,3/24/21,3/26/21,4/2/21,
95d54fcf6a4,3/25/21,3/26/21,4/2/21,
9c6c6a54137,3/25/21,3/26/21,4/2/21,
f694dc1ff55,3/25/21,3/26/21,4/2/21,
b147eb09dca,3/20/21,3/26/21,4/3/21,
47e1f5e03f2,3/21/21,3/26/21,4/3/21,
10595f24114,3/22/21,3/26/21,4/3/21,
2cdef7a7971,3/22/21,3/26/21,4/3/21,
54c2825f440,3/22/21,3/26/21,4/3/21,
e07c2094ea5,3/22/21,3/26/21,4/3/21,
e1600a9264b,3/22/21,3/26/21,4/3/21,
ab318562c8e,3/23/21,3/26/21,4/3/21,
35390ba6d98,3/23/21,3/26/21,4/3/21,
38fde250317,3/23/21,3/26/21,4/3/21,
901d4ae8c0c,3/23/21,3/26/21,4/3/21,
1e86fd1f365,3/24/21,3/26/21,4/3/21,
7f7f42c8982,3/24/21,3/26/21,4/3/21,
def6b08afcb,3/24/21,3/26/21,4/3/21,
2f9468ba7ff,3/25/21,3/26/21,4/3/21,
5b8b3cb4335,3/25/21,3/26/21,4/3/21,
dd9b77775af,3/25/21,3/26/21,4/3/21,
f03c85695d0,3/25/21,3/26/21,4/3/21,
9cb2e93a67b,3/20/21,3/26/21,4/4/21,
be82adb52a8,3/20/21,3/26/21,4/4/21,
06e4ece894f,3/21/21,3/26/21,4/4/21,
748dd9ccc41,3/21/21,3/26/21,4/4/21,
962ba773072,3/21/21,3/26/21,4/4/21,
02b44d5d026,3/22/21,3/26/21,4/4/21,
5cf790fab01,3/22/21,3/26/21,4/4/21,
f48a837749f,3/22/21,3/26/21,4/4/21,
13096afda38,3/23/21,3/26/21,4/4/21,
1ebd7560d0f,3/24/21,3/26/21,4/4/21,
7c67a2c9c82,3/24/21,3/26/21,4/4/21,
0d59bebafa8,3/25/21,3/26/21,4/4/21,
40580450d7f,3/25/21,3/26/21,4/4/21,
f1dcfa96b73,3/25/21,3/26/21,4/4/21,
072538a77b3,3/20/21,3/26/21,4/5/21,4/12/21
3.68E+11,3/21/21,3/26/21,4/5/21,
17461a7e05a,3/21/21,3/26/21,4/5/21,
1279e8da103,3/22/21,3/26/21,4/5/21,
9a504243e9e,3/22/21,3/26/21,4/5/21,
9d0a05fd2d5,3/22/21,3/26/21,4/5/21,
d598e54a8cb,3/22/21,3/26/21,4/5/21,
6df2098ff83,3/23/21,3/26/21,4/5/21,
acfaf56c608,3/23/21,3/26/21,4/5/21,
65dc311dd3e,3/24/21,3/26/21,4/5/21,
bf8720691de,3/24/21,3/26/21,4/5/21,
cb9c1c6202b,3/24/21,3/26/21,4/5/21,
1cacc4b25b6,3/25/21,3/26/21,4/5/21,
6a872946de1,3/20/21,3/26/21,4/6/21,
18b1a8042a9,3/21/21,3/26/21,4/6/21,
67c330ee8bb,3/22/21,3/26/21,4/6/21,
e2c6312a70e,3/22/21,3/26/21,4/6/21,
e355ac0baa0,3/22/21,3/26/21,4/6/21,
07ba1cc958d,3/23/21,3/26/21,4/6/21,
2d64e8593cd,3/23/21,3/26/21,4/6/21,
917973394cf,3/24/21,3/26/21,4/6/21,
a735c28640a,3/24/21,3/26/21,4/6/21,
bb7d6d0a258,3/24/21,3/26/21,4/6/21,
e325ac6df00,3/24/21,3/26/21,4/6/21,
c05abe8b06a,3/25/21,3/26/21,4/6/21,
499d3825b47,3/20/21,3/26/21,4/7/21,
74f7bced4a9,3/20/21,3/26/21,4/7/21,
a1800e066e1,3/21/21,3/26/21,4/7/21,
b8f0e788048,3/21/21,3/26/21,4/7/21,
fc1e181d218,3/22/21,3/26/21,4/7/21,4/15/21
f1d97f082a4,3/22/21,3/26/21,4/7/21,
be770de72ed,3/22/21,3/26/21,4/7/21,
99181f4a910,3/23/21,3/26/21,4/7/21,
b80e2d06c43,3/23/21,3/26/21,4/7/21,
dd2873f6348,3/23/21,3/26/21,4/7/21,
18b6b6cb27f,3/24/21,3/26/21,4/7/21,4/15/21
6454d0c6f78,3/20/21,3/26/21,4/8/21,4/12/21
43e15e7601f,3/20/21,3/26/21,4/8/21,
8eb1526ea63,3/20/21,3/26/21,4/8/21,
eb2e718710a,3/20/21,3/26/21,4/8/21,
0b3bdd9825d,3/21/21,3/26/21,4/8/21,
6f4bad512cd,3/21/21,3/26/21,4/8/21,
b10be1d6b6e,3/21/21,3/26/21,4/8/21,
ed6195d8a29,3/22/21,3/26/21,4/8/21,
1b90051fa57,3/23/21,3/26/21,4/8/21,
49c13509a18,3/23/21,3/26/21,4/8/21,
578e3db04f5,3/23/21,3/26/21,4/8/21,
1854b68c555,3/24/21,3/26/21,4/8/21,
fa03a3f2534,3/24/21,3/26/21,4/8/21,
20eeeeb36a1,3/25/21,3/26/21,4/8/21,
3848e22baf1,3/25/21,3/26/21,4/8/21,
14d008b4634,3/20/21,3/26/21,4/9/21,
9154c3dbc02,3/20/21,3/26/21,4/9/21,
be8529cd0ce,3/21/21,3/26/21,4/9/21,
c6259b76684,3/22/21,3/26/21,4/9/21,
3d1e5a76044,3/23/21,3/26/21,4/9/21,
0d9e0d98f6c,3/24/21,3/26/21,4/9/21,
cc1488f3631,3/24/21,3/26/21,4/9/21,
d01c6dab702,3/24/21,3/26/21,4/9/21,
38a8ce17c57,3/25/21,3/26/21,4/9/21,
3c0083023a0,3/25/21,3/26/21,4/9/21,
f4394ffeb95,3/25/21,3/26/21,4/9/21,
08d772083f5,12/1/21,12/7/21,12/14/21,
ec06f6b3546,12/1/21,12/7/21,12/14/21,
7bac873cd9b,12/2/21,12/7/21,12/14/21,
806ba0126b7,12/4/21,12/7/21,12/14/21,
258133c8518,12/5/21,12/7/21,12/14/21,
ca8d11f46c2,12/5/21,12/7/21,12/14/21,
dfb8066beb6,12/5/21,12/7/21,12/14/21,
e2628fe6d3d,12/5/21,12/7/21,12/14/21,
99e630c8c41,12/6/21,12/7/21,12/14/21,
e52a4d986ab,12/3/21,12/7/21,12/15/21,
263acf6c607,12/4/21,12/7/21,12/15/21,
150d9e1fae1,12/5/21,12/7/21,12/15/21,
2d60be0d42d,12/5/21,12/7/21,12/15/21,
72e66fecf3d,12/5/21,12/7/21,12/15/21,
96fef38923d,12/5/21,12/7/21,12/15/21,
a082795a90d,12/5/21,12/7/21,12/15/21,
833d1e568bb,12/6/21,12/7/21,12/15/21,
64dafcf4dc0,12/6/21,12/7/21,12/15/21,
867b2fbe011,12/6/21,12/7/21,12/15/21,
aa033a664ba,12/2/21,12/7/21,12/16/21,
60e46a1b02f,12/2/21,12/7/21,12/16/21,
ee58e6c2e79,12/2/21,12/7/21,12/16/21,
13064eb5c1d,12/3/21,12/7/21,12/16/21,
9cc54240d57,12/3/21,12/7/21,12/16/21,
9dcba109ce5,12/3/21,12/7/21,12/16/21,
b611ebc8cfc,12/4/21,12/7/21,12/16/21,
4a2b000a626,12/2/21,12/7/21,12/17/21,
879493bcb2e,12/2/21,12/7/21,12/17/21,
e213d4d00a3,12/2/21,12/7/21,12/17/21,
213821d12ed,12/4/21,12/7/21,12/17/21,12/26/21
34b653fd45d,12/5/21,12/7/21,12/17/21,12/21/21
43dd75d1f72,12/5/21,12/7/21,12/17/21,
934124b2074,12/5/21,12/7/21,12/17/21,
e00113602b8,12/5/21,12/7/21,12/17/21,
214fd2b08a2,12/6/21,12/7/21,12/17/21,
b1419d32b14,12/6/21,12/7/21,12/17/21,
c1d792c7b17,12/6/21,12/7/21,12/17/21,
b1059a188be,12/1/21,12/7/21,12/18/21,
49c43922b2e,12/2/21,12/7/21,12/18/21,
36d3024471f,12/4/21,12/7/21,12/18/21,
5d126002104,12/4/21,12/7/21,12/18/21,
966e1e102ac,12/4/21,12/7/21,12/18/21,
cd1b243ecb8,12/4/21,12/7/21,12/18/21,
0ac5eb9205c,12/5/21,12/7/21,12/18/21,
05b01f2776b,12/6/21,12/7/21,12/18/21,
a9ff16a6e32,12/6/21,12/7/21,12/18/21,
ce665433120,12/6/21,12/7/21,12/18/21,
323ab5b7739,12/1/21,12/7/21,12/19/21,
d998abd84bb,12/1/21,12/7/21,12/19/21,
c3ebf29885b,12/2/21,12/7/21,12/19/21,
d53f16fc817,12/2/21,12/7/21,12/19/21,
de6fb8eb59a,12/2/21,12/7/21,12/19/21,
7c1025a26a1,12/3/21,12/7/21,12/19/21,
e71f8b92f24,12/3/21,12/7/21,12/19/21,
f34d4ec1f43,12/3/21,12/7/21,12/19/21,
08d540fdeff,12/4/21,12/7/21,12/19/21,
51f38a1d405,12/4/21,12/7/21,12/19/21,
a9ad1f842e2,12/5/21,12/7/21,12/19/21,
e9f232a9655,12/5/21,12/7/21,12/19/21,
3a4162d6fa7,12/6/21,12/7/21,12/19/21,
4286f1a6921,12/1/21,12/7/21,12/20/21,
54ed4a8f9db,12/1/21,12/7/21,12/20/21,
6fb432e3b05,12/2/21,12/7/21,12/20/21,
b9eb303d0bf,12/2/21,12/7/21,12/20/21,
45b4e4569d5,12/3/21,12/7/21,12/20/21,
8a00a6f40b9,12/3/21,12/7/21,12/20/21,
bd9218dad88,12/3/21,12/7/21,12/20/21,
2b230171dd4,12/4/21,12/7/21,12/20/21,
b3fd246917f,12/4/21,12/7/21,12/20/21,
5658bd468a1,12/2/21,12/7/21,12/21/21,
f26930654ec,12/2/21,12/7/21,12/21/21,
7440fc14b99,12/3/21,12/7/21,12/21/21,
32a8cb4df2d,12/3/21,12/7/21,12/21/21,
296a7e86e4e,12/3/21,12/7/21,12/21/21,
5cb709663d3,12/3/21,12/7/21,12/21/21,
84a3db336ca,12/3/21,12/7/21,12/21/21,
eb08dbba59d,12/3/21,12/7/21,12/21/21,
1b103645e86,12/4/21,12/7/21,12/21/21,
f6d5d58efbb,12/4/21,12/7/21,12/21/21,
2471e811d75,12/5/21,12/7/21,12/21/21,
37de2635cad,12/5/21,12/7/21,12/21/21,
8ca93e79ee8,12/5/21,12/7/21,12/21/21,
deee7c04c4b,12/6/21,12/7/21,12/21/21,
2946ae8bdd8,8/14/22,8/20/22,8/27/22,
b70a3c1ad7a,8/14/22,8/20/22,8/27/22,
1200ae7e12c,8/15/22,8/20/22,8/27/22,
26d4f095478,8/16/22,8/20/22,8/27/22,
30df00f9a81,8/16/22,8/20/22,8/27/22,
647bb357a1b,8/16/22,8/20/22,8/27/22,
5906b7cdee9,8/19/22,8/20/22,8/27/22,
d1448dc6183,8/19/22,8/20/22,8/27/22,
32e35bd0493,8/14/22,8/20/22,8/28/22,
f193249901b,8/16/22,8/20/22,8/28/22,
0a17600292b,8/17/22,8/20/22,8/28/22,
9b36ddd59e9,8/17/22,8/20/22,8/28/22,
68dfb15fb75,8/18/22,8/20/22,8/28/22,
ecf4d419be1,8/19/22,8/20/22,8/28/22,
bb2ad5a8bb9,8/15/22,8/20/22,8/29/22,
cec86ed4a2c,8/16/22,8/20/22,8/29/22,
35e311e9368,8/17/22,8/20/22,8/29/22,
9e3fb26c3fd,8/18/22,8/20/22,8/29/22,
af7670b94ae,8/14/22,8/20/22,8/30/22,
c90145a4d3d,8/16/22,8/20/22,8/30/22,
3c9f5f942b3,8/18/22,8/20/22,8/30/22,
6c95706ebc8,8/18/22,8/20/22,8/30/22,
ea45a82e8d0,8/14/22,8/20/22,8/31/22,
0cca745160b,8/17/22,8/20/22,8/31/22,
72b3f7f7560,8/16/22,8/20/22,9/1/22,
4588416237a,8/17/22,8/20/22,9/1/22,
ada5889b909,8/17/22,8/20/22,9/1/22,
55e84104ceb,8/19/22,8/20/22,9/1/22,
b5cb99e6881,8/14/22,8/20/22,9/2/22,
fb788f12569,8/15/22,8/20/22,9/2/22,
e93f27b0ea8,8/16/22,8/20/22,9/2/22,
ddab3328489,8/17/22,8/20/22,9/2/22,
32bd3029793,8/19/22,8/20/22,9/2/22,
b7f3430043d,8/15/22,8/20/22,9/3/22,
960f25eea7e,8/16/22,8/20/22,9/3/22,
c30b92d1689,8/18/22,8/20/22,9/3/22,
03bf11e7d0e,8/19/22,8/20/22,9/3/22,
88a4bc17a6d,8/19/22,8/20/22,9/3/22,
00016fe2f86,2/12/19,2/18/19,2/25/19,
8b41feff169,2/13/19,2/18/19,2/25/19,
b0efb1f2eea,2/14/19,2/18/19,2/25/19,
0c569fd62eb,2/15/19,2/18/19,2/25/19,
0c87b3e48f2,2/15/19,2/18/19,2/25/19,
73db247118d,2/16/19,2/18/19,2/25/19,
5d3233a8862,2/17/19,2/18/19,2/25/19,
ce0173a18f6,2/12/19,2/18/19,2/26/19,
ce3f9f8e88a,2/12/19,2/18/19,2/26/19,
f6c466f1d98,2/12/19,2/18/19,2/26/19,
f215157e4e6,2/14/19,2/18/19,2/26/19,
26eaeef2bf9,2/15/19,2/18/19,2/26/19,
9183ac5a776,2/15/19,2/18/19,2/26/19,
bfa9060c076,2/15/19,2/18/19,2/26/19,
027d770a3d7,2/17/19,2/18/19,2/26/19,
92e09fe525b,2/13/19,2/18/19,2/27/19,
b722fa54581,2/13/19,2/18/19,2/27/19,
c0266f54563,2/16/19,2/18/19,2/27/19,
b3c2e5a35b1,2/15/19,2/18/19,2/28/19,
312428aaaec,2/16/19,2/18/19,2/28/19,
43c6071f689,2/17/19,2/18/19,2/28/19,
82e71ba6963,2/12/19,2/18/19,3/1/19,
3781331500f,2/13/19,2/18/19,3/1/19,
f734767a5ca,2/13/19,2/18/19,3/1/19,
fe696603021,2/14/19,2/18/19,3/1/19,
b9954b547f7,2/15/19,2/18/19,3/1/19,
d1f91629907,2/15/19,2/18/19,3/1/19,
5a0396c1b48,2/16/19,2/18/19,3/1/19,
ab38d0b1491,2/16/19,2/18/19,3/1/19,
3346cc16f3d,2/15/19,2/18/19,3/2/19,
4830276a280,2/15/19,2/18/19,3/2/19,
4b5ad743ece,2/15/19,2/18/19,3/2/19,
